Default channel group,Data driven path attributed conversions,Conversions,Purchase revenue,Days to conversion,Touchpoints to conversion
"[""Paid Video"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,20,0,19.05,14
"[""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video""]",NaN,20,0,20,12
"[""Paid Video"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Video""]",NaN,20,0,23.9,5
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video"",""Paid Search""]",NaN,20,0,24.6,6
"[""Paid Video"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,20,0,24.75,4
"[""Display"",""Unassigned"",""Unassigned""]",NaN,20,0,26.85,3
"[""Paid Search"",""Paid Video"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search""]",NaN,20,0,27,6
"[""Paid Video"",""Display"",""Paid Video"",""Paid Video"",""Paid Search""]",NaN,20,0,28,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,0,29.15,12.65
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,20,0,29.4,8
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search""]",NaN,20,0,30.5,11
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,0,31,17
"[""Unassigned"",""Paid Other"",""Paid Other"",""Paid Other""]",NaN,20,0,31.65,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Other"",""Paid Other"",""Paid Other""]",NaN,20,0,32.45,6
"[""Cross-network"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,0,33.65,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,20,0,38,12
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,0,38,19
"[""Display"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,0,39.25,10
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search""]",NaN,20,0,40.25,7
"[""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,20,0,41.05,20
"[""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network""]",NaN,20,0,45.9,20
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video""]",NaN,20,0,49,20
"[""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,20,0,50.7,6
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,20,0,55,20
"[""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,0,55.4,13
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,0,60.8,9
"[""Display"",""Display"",""Display"",""Display"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,20,0,64,19
"[""Cross-network"",""Email"",""Email"",""Email"",""Email"",""Cross-network""]",NaN,20,0,67,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,20,0,67.35,20
"[""Display"",""Display"",""Display"",""Cross-network"",""Paid Search""]",NaN,20,0,67.4,5
"[""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Display"",""Cross-network""]",NaN,20,0,70,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,0,75.3,50
"[""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,0,78.2,6
"[""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Display"",""Display"",""Display"",""Cross-network"",""Cross-network""]",NaN,20,0,79,10
"[""Cross-network"",""Cross-network"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,20,0,82,11
"[""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,20,0,83,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Search""]",NaN,20,0,84.5,17
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral""]",NaN,20,0,86.3,11
"[""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,20,119.998518,58.25,8
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Paid Search""]",NaN,20,149.999535,36,7
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,149.999625,52,16
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,259.999039,22.65,20
"[""Cross-network"",""Cross-network"",""Paid Video"",""Organic Video"",""Paid Video""]",NaN,20,299.999713,17,5
"[""Paid Video"",""Paid Search"",""Paid Search"",""Paid Video""]",NaN,20,374.999755,15.65,4
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,389.999897,37.4,16
"[""Organic Video"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,20,399.999182,37.8,5.25
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,419.998992,46,19
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral"",""Referral""]",NaN,20,469.998656,1.95,7
"[""Cross-network"",""Display"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video""]",NaN,20,524.999657,82,6
"[""Paid Search"",""Paid Search"",""Organic Social"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,944.999592,48,9
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,20,999.998814,14.3,7
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,20,999.99969,10.55,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Search""]",NaN,20,1049.99808,34,13
"[""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,20,1049.999389,85,10
"[""Paid Video"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,20,1097.999928,15.55,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,20,1099.99854,61,17
"[""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,20,1099.998725,53,18
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,20,1099.998931,69,15
"[""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,20,1103.998483,69,11
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,20,1103.999345,4.25,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,20,1179.998864,13,17
"[""Cross-network"",""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,20,1184.583474,36.65,5
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search""]",NaN,20,1269.995231,23.2,25
"[""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Display"",""Paid Search""]",NaN,20,1299.99936,22,10
"[""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Display"",""Display"",""Display"",""Paid Search"",""Paid Search"",""Display"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search""]",NaN,20,1313.998523,42,19
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Video"",""Paid Video""]",NaN,20,1379.999173,42,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,1379.999382,51,17
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,20,1499.999286,15.75,12
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,1499.999512,24.65,11
"[""Paid Search"",""Paid Search"",""Display"",""Referral""]",NaN,20,1699.999981,77,4
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,20,1887.999338,4,20
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral""]",NaN,20,2127.498676,2.4,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,20,2313.220236,52.4,20
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,20,2359.997065,45.15,20
